id_empresa,cat_cod_ciu_cod,provincia,canton,parroquia,cat_cod_ipc_cod,emp_num_ord,upm,ciiu1d,TAMANIO_EMPRESA,emp_fec_con,emp_cap2_est_dia_entr,emp_cap2_ope_emp,emp_cap2_per_muj,emp_cap2_per_muj_dis,emp_cap2_per_muj_tot,emp_cap2_per_hom,emp_cap2_per_hom_dis,emp_cap2_per_hom_tot,emp_cap2_per_tot_sin_dis,emp_cap2_per_tot_con_dis,emp_cap2_per_tot_per,emp_cap2_pri_pub,emp_cap2_dia_lab,emp_cap2_ini_act,ACTIVIDAD,emp_cap2_act_prin_esp,emp_cap2_act_prin_des,emp_cap2_act_sec,emp_cap2_act_sec_esp,emp_cap2_act_sec_des,emp_cap2_num_est,emp_cap2_num_ded_act_pri,emp_cap3_act_prin,emp_cap3_act_prin_emit,emp_cap3_act_prin_espe,emp_cap3_act_iso_sel,emp_cap3_act_iso_emit,emp_cap3_act_iso_espe,emp_cap3_num_tra_ges_amb,emp_cap3_man_obr_cal_amb,emp_cap3_man_obra_cal_otr,emp_cap3_man_obr_no_cal,emp_cap3_dep_act_ges_amb,emp_cap3_pla_ges_amb,emp_cap3_pla_camb_cli,emp_cap3_pla_segu_ind,emp_cap3_pla_gest_rie,emp_cap3_pla_ener,emp_cap3_pla_gest_res,emp_cap4_ing_pais_sel,emp_cap4_ing_pais_val,emp_cap4_ing_ext_sel,emp_cap4_ing_ext_val,emp_cap4_ing_tot,emp_cap4_pres_sel,emp_cap4_pres_val,emp_cap4_inv_sel,emp_cap4_inv_val,emp_cap4_inv_amb_sel,emp_cap4_inv_amb_val,emp_cap4_cost_tot,emp_cap4_gas_tot,emp_cap4_sum_gas_cos,emp_cap5_sum_res_no_pel,emp_cap6_sum_res_pel,emp_cap7_sum_res_esp,emp_cap9_agu_res_sel,emp_cap9_agu_res_m3,emp_cap9_agu_res_tra_sel,emp_cap9_des_agu_res_sel,emp_cap9_cau_agu_res_val,emp_cap9_cau_agu_res_uni,emp_cap9_hor_des_agu_res,emp_cap9_dia_act_mes,emp_cap9_tot_agu_res,emp_cap9_tot_agu_res_por,emp_cap9_tot_agu_res_tra,emp_cap9_agu_res_tra_esp,emp_cap9_tot_agu_res_no_tra,emp_cap9_agu_res_no_tra_esp,emp_cap10_com_liq_esp,emp_cap10_tot_com_liq_val,emp_cap10_tot_com_liq_act_can,emp_cap10_tot_com_liq_act_val,emp_cap10_tot_com_liq_tra_can,emp_cap10_tot_com_liq_tra_val,emp_cap10_tot_com_sol_val,emp_cap10_tot_com_sol_act_can,emp_cap10_tot_com_sol_act_val,emp_cap10_tot_com_sol_tra_can,emp_cap10_tot_com_sol_tra_val,emp_cap10_com_sol_esp,emp_equ_coc_gas_sel,emp_equ_coc_gas_can,emp_equ_coc_ind_sel,emp_equ_coc_ind_can,emp_pra_ver_ene,emp_pra_ver_dis_eco,emp_pra_ver_rec_mat,emp_pra_ver_ene_ren,emp_pra_ver_ges_res,emp_pra_ver_mat_pri,emp_raz_prac_amb,emp_obs_prac_amb,FEXP,particion,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00011,VAR00012,VAR00013,VAR00014,VAR00015,VAR00016,VAR00017,VAR00018,VAR00019,VAR00020,VAR00021,VAR00022,VAR00023,VAR00024,VAR00025,VAR00026,VAR00027,VAR00028,VAR00029,VAR00030,VAR00031,VAR00032,VAR00033,VAR00034,VAR00035,VAR00036,VAR00037,VAR00038,VAR00039,VAR00040,VAR00041,VAR00042,prac_amb,gastoambiental_mean,aire_mean,suelo_mean,aguaresidual_mean,desechos_mean,ruido_mean,radiaciones_mean,biodiversidad_mean,agua_mean,minerales_mean,energéticos_mean,maderables_mean,pesaca_mean,proteccionambiental_mean,recursos_mean,políticaspub_mean,personal_mean,enrenovable_sum,gastoambiental,enrenovable,EMPRESAS_VALIDAS
13601918018,C1410,01,0101,010150,1A2L,17,22,C,5,3/8/1945,1,1,300,0,300,200,0,200,500,0,500,2,240,3/9/1945,C, ,FABRICACION DE PRENDAS DE VESTIR DE DIFERENTES TIPOS DE TELAS, , , ,22,1,4,2, ,2, , ,2,0,2,0,2,0,0,500,30,0,0,1,14410877.77,1,129692.71,14540570.48,2, ,2, , , ,7922892.9,6644649.96,4950,6000, , ,2, ,1,1,6.89,2,16,28,37040.64,100,100, , , , ,72160,22000,72160, , ,1375,1125,1375, , , , , , , ,2,2,1,2,2,2,7,1,1.05546492659054,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13601920012,C1074,01,0101,010150,1A2E,18,22,C,5,8/30/1965,1,1,24,1,25,26,2,28,50,3,53,2,336,8/30/1965,C, ,ELABORACION DE PASTAS (TODO TIPO DE FIDEOS), , , ,1,1,4,2, ,2, , ,0,0,0,0, ,0,0,50,50,0,0,1,7597212.06,2, ,7597212.06,2, ,2, , , ,6508480.93,844830.91,7400,600, , ,2, ,3, , , , , , , , , ,100, , ,46000,50000,46000, , , , , , , , , , , , ,1,2,2,2,2,2,1,6,1.05546492659054,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13601926011,C2431,01,0101,010150,1A2A,20,22,C,5,12/1/1963,1,1,34,0,34,221,0,221,255,0,255,2,255,12/1/1963,C, ,FABRICACION DE PRODUCTOS PRIMARIOS DE HIERRO Y ACERO, , , ,5,1,4,2, ,2, , ,2,2,0,0,1,50,50,50,0,0,50,1,28796089.45,2, ,28796089.45,1,24240,1,10385.71,2, ,23960476.7,5723262,80800,251653.32, , ,2, ,2,2, , , , , ,100,100, , , , ,26754.02,25974.78,26754.02, , , , , , , , , , , , ,2,2,1,2,1,2,6,1,1.05546492659054,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13601927017,C2930,01,0101,010150,1A2G,21,22,C,5,6/25/1962,1,1,16,0,16,124,0,124,140,0,140,2,264,6/26/1962,C, ,"FABRICACION DE PARTES,PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES", , , ,6,1,4,2, ,2, , ,2,2,0,0,1,60,0,60,0,0,60,1,7238832.94,2, ,7238832.94,1,23180,1,54246.96,2, ,5067883.63,1989488.33,21500,34981.99, , ,2, ,3, , , , , , , , , ,100, , ,144243.27,140042.01,144243.27, , ,48968.72,170326,48968.72, , ,GAS NATURAL GNL, , , , ,2,2,1,2,1,2,6,1,1.05546492659054,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13601928013,C1511,01,0101,010150,1A2L,22,22,C,4,12/8/1959,1,1,12,1,13,35,1,36,47,2,49,2,240,12/9/1959,C, ,PRODUCCION DE CUERO VACUNO AL POR MAYOR Y MENOR, , , ,1,1,5, , ,2, , ,0,0,0,0, ,0,0,0,49,0,0,1,3248761.71,1,1185658.57,4434420.28,2, ,2, , , ,2980788.71,1429072.35,6381.76,9500,10,700,2, ,3, , , , , , , , , ,100, ,BUNKER,36544.2,51500,36544.2, , , , , , , , , , , , ,1,1,2,2,2,2,5,1,1.34308510638298,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13601929010,C2211,01,0101,010150,1A2M,23,22,C,5,8/15/1955,1,1,80,3,83,979,45,1024,1059,48,1107,2,365,8/15/1955,C, ,FABRICACION  DE CUBIERTAS DE CAUCHO PARA EQUIPO O MAQUINARIA MOVIL., , , ,6,1,4,1, ,1,4,icontec,2,2,0,0,1,0,0,0,0,0,0,1,139047399,1,48140390.4,187187789.4,1,250000,1,11473363.11,2, ,141103457,20581169.9,404437.7,84774.98,-5950, ,2, ,1,2, , , ,30, ,100,100, , , , ,1466.64,2328,1466.64, , ,67200,48000,70488, , , , , , , ,1,1,1,2,2,2,7,2,1.05546492659054,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13601930018,C1811,01,0101,010150,1A2D,24,22,C,5,5/12/1975,1,1,51,2,53,92,1,93,143,3,146,2,240,5/13/1975,C, ,"IMPRESION, EDICION Y VENTAS DE LIBROS", , , ,9,1,5, , ,2, , ,0,0,0,0, ,0,0,0,0,0,0,1,9028153.82,2, ,9028153.82,2, ,1,2746299.67,2, ,4609825.41,3349688.13, ,818.6, , ,2, ,3, , , , , , , , , ,100, , ,29443.61, , ,15060.82,29443.61, , , , , , , , , , ,1,2,1,2,1,2,7,1,1.05546492659054,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13601931014,C1811,01,0101,010150,1A2D,25,22,C,5,3/13/1973,1,1,52,0,52,56,0,56,108,0,108,2,365,3/13/1973,C, ,ACTIVIDAD DE IMPRESION DE PERIODICO, , , ,16,1,4,2, ,2, , ,0,0,0,0, ,0,0,5,0,0,0,1,5392357.1,2, ,5392357.1,2, ,2, , , ,1218761.38,2353902.71,1700,10053, , ,2, ,3, , , , , , , , , ,100, , ,6057.6, , ,5280,6057.6, , , , , , , , , , ,1,1,2,2,2,2,7,3,1.05546492659054,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13601937012,C1811,01,0101,010150,1A2D,26,22,C,3,12/20/1972,1,1,25,0,25,36,3,39,61,3,64,2,350,12/21/1972,C, ,EDICION DE PERIODICOS IMPRESOS Y DIGITALES, , , ,4,1,5, , ,2, , , ,0,0,0, ,0,0,0,0,0,0,1,1223411.25,2, ,1223411.25,2, ,2, , , ,686407.48,671228.94, ,384, , ,2, ,3, , , , , , , , , ,100, , ,9337.21,247.2,810.81,5840,8526.4, , , , , , , , , , ,1,2,2,2,1,2,6,1,3.72254335260116,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13601946011,I5510,01,0101,010150,1A4A,27,25,I,4,10/16/1965,1,1,51,0,51,41,3,44,92,3,95,2,365,10/16/1965,I, ,SERVICIO DE HOSPEDAJE, , , ,1,1,5, , ,2, , ,1,0,1,0,2,0,0,30,0,0,0,1,2507414.29,2, ,2507414.29,2, ,1,1156536.37,2, ,1138622.89,1142809.81,5400, , , ,2, ,3, , , , , , , , , ,100, , ,11004,12000,11004, , ,16615.38,21600,16615.38, , , ,1,1,1,2,1,2,1,2,1,2,7,4,1.40816326530612,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13601954014,C3211,01,0101,010150,1A2M,28,22,C,5,6/17/1974,1,1,48,2,50,29,1,30,77,3,80,2,245,7/18/1974,C, ,ELABORACION DE JOYAS  Y COMERCIALIZACION, , , ,12,1,5, , ,2, , , ,0,0,0, ,0,0,1,0,0,0,1,5977909.7,2, ,5977909.7,2, ,1,500000,2, ,3054223.1,3015045.6,3300, , , ,2, ,3, , , , , , , , , ,100, , ,893.52, , ,612,893.52, , , , , , , , , , ,1,2,1,2,2,2,4,3,1.05546492659054,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13601955011,C1410,01,0101,010150,1A2L,29,22,C,4,9/15/1939,1,1,30,0,30,29,0,29,59,0,59,2,240,7/31/1974,C, ,FABRICACION Y EXPORTACION DE SOMBREROS DE PAJA TOQUILLA, , , ,1,1,1,1, ,2, , , ,0,0,0, ,0,0,0,0,0,0,1,192142.48,1,3701315.35,3893457.83,2, ,2, , , ,3094385.63,445529.51, , , , ,2, ,2,2, , , , , ,100,100, , , , ,15600, , ,12000,15600,19.2,180,19.2, , , , , , , ,1,2,2,2,2,1,5,3,1.34308510638298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13601973019,H4921,01,0101,010150,1A3B,31,24,H,4,3/10/1962,1,1,19,1,20,13,0,13,32,1,33,2,365,3/10/1962,H, ,TRANSPORTE DE PASAJEROS EN BUS INTERPROVINCIA, , , ,6,6,5, , ,2, , ,0,0,0,0, ,0,0,0,0,0,0,1,2570782.38,2, ,2570782.38,2, ,2, , , ,2575192.35,2575192.35, , , , ,2, ,3, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,1,6,1.30508474576271,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13601980015,C1811,01,0101,010150,1A2D,33,22,C,5,10/2/1975,1,1,78,0,78,91,0,91,169,0,169,2,264,10/7/1975,C, ,"INDUSTRIA GRAFICA,IMPRESIONES Y ENCUADERNACION.", , , ,1,1,4,1, ,2, , ,3,0,3,0,2,0,0,169,169,0,0,1,6375937.36,2, ,6375937.36,2, ,1,111033.8,1,14513,3847755.31,2356528.28,8610, , , ,2, ,3, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,1,1,2,2,1,1,4,4,1.05546492659054,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
